quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2023-03-31,Marketing,COGS,290066.75,368898.12,98097.73,0.248,97.51,-78831.37
2022-06-30,Sales,Salaries,533253.44,202380.79,49315.1,0.228,86.56,330872.65
2021-09-30,Finance,COGS,436466.19,322081.01,60747.37,0.059,116.23,114385.18
2019-06-30,IT,R&D,385437.45,331504.8,35557.79,0.222,84.17,53932.65
2024-03-31,Sales,Salaries,617807.11,194700.46,59833.78,0.078,108.65,423106.65
2022-09-30,Sales,R&D,312503.54,331225.85,22506.63,0.098,94.0,-18722.31
2018-03-31,Finance,Salaries,475021.24,248241.5,42024.85,0.186,117.4,226779.74
2018-03-31,Operations,Admin,572471.35,276138.95,44240.75,0.196,85.32,296332.4
2021-03-31,Sales,COGS,548860.88,346211.42,6880.21,0.151,111.11,202649.46
2018-09-30,Marketing,Utilities,369653.84,315897.68,59328.28,0.244,118.37,53756.16
2020-06-30,Marketing,R&D,631733.22,240554.37,39980.42,0.148,118.28,391178.85
2023-03-31,IT,R&D,641987.61,209244.24,66424.55,0.102,90.25,432743.37
2018-09-30,Sales,Marketing Spend,602441.78,286859.95,44865.03,0.052,91.86,315581.83
2020-03-31,IT,Utilities,413333.07,317938.65,30474.96,0.223,85.98,95394.42
2019-12-31,Sales,Admin,477468.71,301146.15,60544.96,0.129,94.91,176322.56
2018-09-30,Finance,R&D,625806.74,289903.6,47254.51,0.207,107.28,335903.14
2024-03-31,Sales,COGS,544411.51,281568.67,50817.58,0.205,80.43,262842.84
2021-03-31,Operations,Admin,436179.74,414897.38,60372.53,0.059,106.01,21282.36
2019-06-30,Marketing,R&D,478725.68,315123.61,54323.14,0.214,80.71,163602.07
2021-03-31,Finance,COGS,347523.51,316207.43,37316.19,0.108,106.7,31316.08
2023-09-30,Marketing,Marketing Spend,614920.54,282349.79,15937.88,0.218,113.62,332570.75
2022-12-31,IT,Marketing Spend,489807.45,265921.59,30959.75,0.148,94.41,223885.86
2022-12-31,Finance,COGS,674299.31,450592.28,46299.5,0.168,96.26,223707.03
2020-12-31,Operations,Admin,317402.65,345056.37,49518.82,0.07,109.11,-27653.72
2021-03-31,Marketing,COGS,402849.44,362173.17,78912.82,0.126,112.37,40676.27
2018-06-30,Sales,Utilities,494719.28,235923.49,91622.12,0.244,119.99,258795.79
2023-03-31,Sales,COGS,726135.11,379111.62,47635.1,0.235,101.62,347023.49
2023-12-31,Sales,Marketing Spend,507767.77,219798.7,58701.67,0.249,114.18,287969.07
2023-09-30,Finance,Marketing Spend,424020.09,326686.29,40769.3,0.152,82.24,97333.8
2021-12-31,Operations,Marketing Spend,501777.55,308816.4,36525.98,0.214,84.28,192961.15
2023-09-30,Operations,Utilities,432417.67,405782.07,45700.71,0.141,114.82,26635.6
2019-06-30,Operations,R&D,594631.73,260235.12,37964.51,0.238,95.14,334396.61
2022-09-30,Marketing,Utilities,586134.44,344726.56,34919.58,0.247,89.04,241407.88
2023-03-31,Finance,R&D,661025.04,331404.47,39037.78,0.226,96.21,329620.57
2021-03-31,Sales,Utilities,335784.71,238566.95,36304.16,0.174,101.02,97217.76
2022-03-31,Marketing,Salaries,319493.4,342947.81,50223.92,0.248,92.96,-23454.41
2023-09-30,Operations,R&D,476708.2,288005.37,52943.01,0.247,87.91,188702.83
2020-03-31,Sales,Admin,581581.84,296641.8,27122.57,0.145,81.48,284940.04
2022-03-31,Finance,Admin,602463.51,270523.43,57050.54,0.111,110.7,331940.08
2018-06-30,IT,Marketing Spend,524006.96,304822.46,48290.57,0.087,116.16,219184.5
2022-09-30,Operations,Utilities,581404.15,303377.76,45889.97,0.185,80.69,278026.39
2022-09-30,Operations,COGS,651498.6,342377.06,56560.63,0.057,93.98,309121.54
2023-12-31,Operations,Marketing Spend,421223.61,325703.58,80114.04,0.203,115.71,95520.03
2019-09-30,Operations,COGS,646710.27,370403.24,47194.27,0.06,80.83,276307.03
2023-06-30,Sales,Utilities,649757.39,366067.33,31363.85,0.103,109.26,283690.06
2020-06-30,Finance,Marketing Spend,444803.81,420033.48,60324.46,0.15,89.73,24770.33
2020-06-30,Marketing,Marketing Spend,405084.89,354873.59,60870.29,0.069,110.92,50211.3
2024-09-30,Sales,Admin,575784.28,311510.62,55251.44,0.057,107.17,264273.66
2022-12-31,Finance,COGS,699066.11,390615.34,49408.9,0.146,117.65,308450.77
2020-03-31,Marketing,Salaries,415553.83,310067.63,28008.59,0.227,92.26,105486.2
2022-03-31,Operations,Salaries,692032.33,323185.49,27075.78,0.132,86.06,368846.84
2024-09-30,Finance,Marketing Spend,403952.46,98297.21,42340.34,0.09,99.8,305655.25
2021-09-30,Operations,Utilities,478004.18,227992.4,29557.55,0.132,119.39,250011.78
2018-06-30,Finance,Marketing Spend,387054.29,355966.16,66147.45,0.195,81.62,31088.13
2018-12-31,IT,Admin,543075.02,407311.7,18538.37,0.058,87.14,135763.32
2022-09-30,Operations,COGS,513565.53,343079.58,48799.15,0.056,114.29,170485.95
2022-03-31,Operations,Marketing Spend,504967.11,348669.02,47093.36,0.143,107.45,156298.09
2019-03-31,Operations,Utilities,437231.67,353820.95,61212.89,0.185,97.0,83410.72
2019-09-30,Sales,Salaries,457273.56,302922.61,64376.52,0.173,99.75,154350.95
2022-06-30,Marketing,COGS,493352.24,224983.31,34562.92,0.178,90.23,268368.93
2023-03-31,Operations,Marketing Spend,473895.41,351219.02,75749.45,0.083,118.5,122676.39
2023-06-30,Operations,COGS,495731.25,200968.23,28929.64,0.158,93.72,294763.02
2024-09-30,Sales,Admin,350348.01,339351.14,67243.3,0.126,95.19,10996.87
2019-09-30,Sales,Salaries,284913.18,413589.04,61908.98,0.072,98.76,-128675.86
2022-03-31,IT,Utilities,534697.21,323055.68,13673.54,0.076,88.55,211641.53
2019-09-30,Finance,COGS,537959.47,342032.39,28792.28,0.179,87.86,195927.08
2018-12-31,Operations,Salaries,523434.17,387089.96,68070.84,0.241,104.03,136344.21
2019-12-31,Finance,Marketing Spend,552775.97,288287.6,53331.2,0.071,110.99,264488.37
2021-03-31,Sales,Utilities,454728.67,419512.83,51291.33,0.149,110.09,35215.84
2018-12-31,Sales,Utilities,464830.15,381894.59,-1747.03,0.1,102.62,82935.56
2019-06-30,IT,R&D,452188.83,310928.25,46566.39,0.106,105.56,141260.58
2024-03-31,Marketing,COGS,318987.92,124253.97,36624.34,0.095,102.55,194733.95
2019-03-31,Sales,Salaries,557476.3,291842.48,25127.11,0.159,115.0,265633.82
2020-12-31,Operations,COGS,578534.17,290944.31,63620.68,0.061,95.5,287589.86
2018-12-31,IT,Marketing Spend,593185.48,325952.68,50883.92,0.198,84.93,267232.8
2023-12-31,Marketing,Marketing Spend,468921.44,416778.82,32857.16,0.171,97.42,52142.62
2020-03-31,IT,Utilities,428247.08,381617.65,34726.94,0.127,114.83,46629.43
2018-12-31,Sales,Utilities,452949.18,318084.67,52127.13,0.094,116.03,134864.51
2022-09-30,Marketing,Salaries,448449.84,279671.32,59256.32,0.157,103.58,168778.52
2023-12-31,Finance,Admin,299653.46,153486.68,64943.59,0.241,82.49,146166.78
2021-06-30,Marketing,COGS,529714.22,361401.9,60663.71,0.192,108.89,168312.32
2019-03-31,Operations,COGS,584366.25,329186.49,49387.63,0.106,106.12,255179.76
2022-06-30,Finance,Marketing Spend,521661.74,381829.69,33136.7,0.199,98.07,139832.05
2020-06-30,Finance,COGS,502254.83,330239.08,56816.37,0.151,86.52,172015.75
2024-03-31,Operations,Salaries,437274.6,255207.3,30266.09,0.06,104.26,182067.3
2022-09-30,Finance,R&D,576202.6,340609.98,52035.71,0.174,99.29,235592.62
2020-12-31,Sales,Utilities,491232.85,327927.15,46768.09,0.097,82.42,163305.7
2022-06-30,Marketing,Marketing Spend,378126.59,380984.76,65975.08,0.132,95.91,-2858.17
2022-03-31,Marketing,Utilities,632317.41,279858.59,64441.05,0.146,117.55,352458.82
2023-12-31,Operations,Utilities,564667.42,252368.89,61685.76,0.21,96.46,312298.53
2020-09-30,Sales,Utilities,665491.42,315450.75,59581.47,0.166,97.18,350040.67
2018-09-30,Finance,R&D,616281.04,298397.5,48129.34,0.118,102.3,317883.54
2023-09-30,Marketing,COGS,437699.12,259451.09,81024.57,0.181,91.89,178248.03
2022-03-31,Marketing,Admin,471491.02,258245.59,61805.47,0.088,82.94,213245.43
2018-03-31,Marketing,Utilities,601154.47,403091.54,79688.2,0.215,104.05,198062.93
2021-09-30,Marketing,Salaries,382472.71,297877.39,71124.13,0.09,99.8,84595.32
2024-12-31,IT,Utilities,665589.31,394796.09,41622.68,0.162,107.33,270793.22
2020-03-31,Operations,Utilities,532747.22,474902.59,38843.28,0.091,99.06,57844.63
2021-09-30,Finance,COGS,582795.83,287898.11,59842.25,0.115,89.89,294897.72
2024-12-31,Finance,Salaries,532298.48,249319.2,26138.13,0.134,95.37,282979.28
2023-12-31,Operations,COGS,505338.83,224802.33,42948.44,0.123,80.54,280536.5
2024-12-31,Sales,Utilities,470964.6,392953.89,36331.34,0.237,86.21,78010.71
2018-09-30,Operations,COGS,485349.62,295898.76,49496.3,0.095,111.44,189450.86
2023-06-30,Marketing,COGS,232925.96,315036.0,7544.82,0.086,117.27,-82110.04
2024-09-30,Marketing,Marketing Spend,556275.98,278650.85,92789.77,0.154,94.6,277625.13
2022-09-30,Operations,R&D,717873.33,299084.31,64015.58,0.24,117.1,418789.02
2021-03-31,Operations,Admin,417080.95,517075.14,70701.18,0.151,105.42,-99994.19
2020-12-31,Finance,R&D,353188.11,256803.46,53093.79,0.242,91.22,96384.65
2022-12-31,Finance,R&D,656876.73,144547.49,73995.69,0.088,103.99,512329.24
2018-03-31,IT,Salaries,537759.02,302067.71,61215.73,0.052,112.32,235691.31
2023-03-31,IT,Marketing Spend,590466.24,264421.18,66502.88,0.111,111.43,326045.06
2022-03-31,Marketing,Marketing Spend,550330.01,362115.02,59780.74,0.178,115.4,188214.99
2021-03-31,IT,COGS,407266.21,306948.6,77153.39,0.168,111.49,100317.61
2018-03-31,IT,R&D,590885.6,398303.86,36022.04,0.098,107.82,192581.74
2020-06-30,Sales,Admin,450701.21,143986.71,81227.81,0.182,95.35,306714.5
2021-09-30,Operations,Salaries,417402.6,352574.67,46783.95,0.216,87.19,64827.93
2024-09-30,Finance,Marketing Spend,563843.28,416575.67,33998.96,0.187,84.51,147267.61
2024-09-30,IT,COGS,517277.48,275140.59,58752.6,0.196,112.51,242136.89
2019-09-30,Finance,Admin,541313.5,273955.78,27905.31,0.112,110.67,267357.72
2024-12-31,IT,R&D,537746.48,271122.99,40286.03,0.156,115.78,266623.49
2023-06-30,IT,Admin,583029.87,263001.26,44469.27,0.059,82.83,320028.61
2022-06-30,Marketing,Marketing Spend,629671.29,394542.35,45628.68,0.122,105.41,235128.94
2021-12-31,Sales,Salaries,521153.81,232280.71,69439.8,0.213,108.82,288873.1
2021-06-30,Operations,R&D,644459.85,355222.91,66536.0,0.208,96.5,289236.94
2024-09-30,Operations,Salaries,613169.1,184349.41,43812.18,0.238,101.26,428819.69
2024-12-31,Marketing,Utilities,573977.67,205528.72,58838.61,0.244,99.86,368448.95
2022-06-30,Marketing,Admin,442524.32,314408.71,92159.12,0.245,97.4,128115.61
2024-09-30,Operations,Admin,597970.42,219477.93,25881.52,0.081,91.62,378492.49
2019-09-30,Operations,COGS,542757.5,216075.31,29907.12,0.074,119.56,326682.19
2022-03-31,Sales,R&D,365767.7,400299.47,50951.18,0.225,115.33,-34531.77
2022-06-30,IT,Admin,381574.12,343050.6,104229.0,0.127,111.46,38523.52
2020-12-31,Sales,Marketing Spend,378502.77,307734.56,33508.69,0.121,113.67,70768.21
2019-12-31,Operations,Utilities,380684.03,355145.62,38308.32,0.157,113.49,25538.41
2023-06-30,IT,Marketing Spend,390435.84,191842.84,61194.09,0.14,82.99,198593.0
2018-06-30,Operations,Salaries,583652.23,228088.33,68960.78,0.095,102.99,355563.9
2019-09-30,Sales,Utilities,508216.08,322263.52,50145.96,0.219,98.83,185952.56
2018-12-31,Sales,Utilities,588282.1,186503.29,54556.97,0.232,87.95,401778.81
2022-06-30,Sales,Marketing Spend,388000.54,189288.94,49714.62,0.2,90.45,198711.6
2024-12-31,IT,Admin,345815.21,276137.2,53601.63,0.06,85.65,69678.01
2019-06-30,Finance,Marketing Spend,413682.37,317369.6,20965.53,0.074,98.93,96312.77
2024-09-30,Finance,R&D,569291.83,284637.23,53489.09,0.119,90.25,284654.6
2020-03-31,Operations,Salaries,574811.39,229606.45,50719.34,0.161,88.5,345204.94
2024-09-30,IT,Utilities,477290.35,233514.17,57278.34,0.172,101.95,243776.18
2020-03-31,Marketing,R&D,532242.95,282761.32,39193.09,0.07,88.51,249481.63
2021-06-30,Finance,Admin,449340.4,361989.27,60015.65,0.242,103.58,87351.13
2019-12-31,IT,Admin,427436.15,423602.5,66253.42,0.156,86.22,3833.65
2022-09-30,IT,Marketing Spend,539765.36,307670.51,100492.83,0.136,108.22,232094.85
2018-09-30,Finance,COGS,566288.87,147480.69,40641.7,0.088,92.13,418808.18
2022-06-30,IT,Utilities,679050.67,372084.16,30423.46,0.24,110.54,306966.51
2019-03-31,IT,Utilities,400157.92,354818.55,53522.48,0.139,111.86,45339.37
2021-06-30,Finance,COGS,387671.58,257396.25,60383.98,0.074,119.43,130275.33
2024-12-31,Sales,Admin,450467.01,284944.55,52379.18,0.173,80.66,165522.46
2018-12-31,Operations,Admin,561319.78,416695.29,52552.8,0.12,112.4,144624.49
2019-09-30,Marketing,Utilities,700777.0,428434.59,38913.81,0.212,99.28,272342.41
2022-12-31,Operations,Salaries,514165.28,237889.19,18809.8,0.159,84.91,276276.09
2024-03-31,Sales,Utilities,413789.04,478934.82,74906.9,0.071,110.31,-65145.78
2024-12-31,Sales,Admin,386093.13,338717.11,82271.37,0.2,82.63,47376.02
2020-12-31,IT,Admin,441754.69,503091.47,35316.25,0.111,114.71,-61336.78
2018-06-30,Operations,Salaries,522938.05,194164.54,37864.06,0.132,105.3,328773.51
2020-09-30,Sales,R&D,571258.87,259304.92,18360.14,0.205,87.55,311953.95
2021-06-30,Operations,R&D,521857.89,128250.41,42059.2,0.071,107.24,393607.48
2023-06-30,Sales,Salaries,428015.52,285683.92,56839.12,0.246,86.69,142331.6
2023-09-30,Marketing,Salaries,369206.4,367542.63,37106.74,0.19,102.62,1663.77
2021-12-31,Sales,R&D,565581.94,448465.16,65040.49,0.089,80.2,117116.78
2022-12-31,Operations,R&D,444931.69,243884.44,31200.64,0.062,117.49,201047.25
2019-06-30,IT,R&D,453211.73,329379.69,62569.18,0.159,82.56,123832.04
2023-09-30,Operations,R&D,398598.98,276820.2,56187.97,0.126,109.99,121778.78
2018-12-31,Finance,Utilities,344586.64,357993.37,43137.71,0.056,108.2,-13406.73
2021-09-30,Operations,Utilities,664493.14,290258.89,44935.87,0.172,106.06,374234.25
2023-12-31,Marketing,Marketing Spend,434138.51,279103.18,64226.26,0.112,81.56,155035.33
2024-03-31,Marketing,Salaries,303562.91,161084.16,104450.41,0.114,106.22,142478.75
2018-03-31,Marketing,COGS,516293.27,323739.61,47477.23,0.082,104.51,192553.66
2019-09-30,Sales,Marketing Spend,485173.75,418072.89,69896.31,0.078,105.31,67100.86
2024-03-31,Marketing,COGS,312723.32,199481.13,82610.83,0.079,101.53,113242.19
2020-12-31,Operations,COGS,614081.44,373907.62,36824.22,0.227,93.22,240173.82
2020-06-30,IT,Admin,566231.96,307334.28,32291.6,0.157,89.37,258897.68
2019-03-31,Marketing,Salaries,584251.07,134750.0,50211.91,0.144,98.25,449501.07
2020-12-31,Operations,Utilities,526780.64,273242.44,53548.05,0.191,95.4,253538.2
2022-06-30,Sales,Marketing Spend,369652.17,278696.69,60101.45,0.114,107.51,90955.48
2020-06-30,Sales,Salaries,493776.32,335669.14,34063.57,0.214,90.83,158107.18
2019-06-30,IT,R&D,451918.61,344616.85,64909.06,0.089,111.67,107301.76
2024-12-31,IT,Salaries,434987.94,311172.41,27680.91,0.211,119.19,123815.53
2020-12-31,Operations,COGS,663638.8,355771.4,49635.87,0.061,107.94,307867.4
2019-09-30,IT,Utilities,400872.81,227952.07,56304.52,0.081,100.49,172920.74
2022-06-30,IT,R&D,453685.17,285528.9,22557.96,0.229,86.85,168156.27
2018-06-30,Sales,Salaries,503774.25,288317.12,58550.44,0.072,119.29,215457.13
2020-06-30,Operations,Salaries,539386.59,393607.55,45488.57,0.099,90.91,145779.04
2021-09-30,IT,Utilities,669229.06,152965.64,40903.39,0.059,102.74,516263.42
2020-12-31,Operations,COGS,483648.52,348203.21,56127.22,0.17,97.7,135445.31
2024-06-30,Marketing,R&D,529091.53,420366.37,20773.95,0.116,87.97,108725.16
2022-03-31,Sales,COGS,379570.81,310198.67,58032.42,0.177,111.23,69372.14
2018-12-31,Sales,Utilities,557551.2,565510.83,25965.4,0.067,84.71,-7959.63
2019-09-30,Sales,Salaries,693545.74,261102.48,57077.06,0.129,97.19,432443.26
2020-03-31,Finance,Marketing Spend,457260.15,289016.76,52158.57,0.124,88.45,168243.39
2022-09-30,Operations,Marketing Spend,580302.76,255589.91,80061.39,0.157,101.98,324712.85
2024-12-31,Marketing,Admin,358959.58,282260.95,80086.9,0.109,114.43,76698.63
2024-09-30,IT,Marketing Spend,465498.29,350077.19,65401.21,0.247,115.63,115421.1
2023-09-30,Marketing,Utilities,470505.23,270746.35,48546.07,0.113,101.22,199758.88
2019-09-30,Operations,Utilities,535208.05,234243.47,49752.88,0.189,89.67,300964.58
2023-09-30,Sales,Utilities,486038.72,172690.36,27148.97,0.123,95.34,313348.36
2018-06-30,Finance,R&D,612923.26,287577.68,14065.3,0.157,107.55,325345.58
2019-06-30,Operations,Admin,448633.02,298436.71,71559.02,0.095,91.51,150196.31
2022-06-30,Operations,R&D,573084.9,275722.74,41333.89,0.085,86.14,297362.16
2019-06-30,IT,Marketing Spend,516143.21,477921.38,32304.48,0.244,91.13,38221.83
2021-03-31,Marketing,Marketing Spend,392125.56,351937.89,14540.76,0.158,84.86,40187.67
2024-06-30,Marketing,Salaries,277156.25,257048.62,52633.0,0.142,91.07,20107.63
2022-09-30,IT,R&D,514665.97,356909.97,44677.16,0.178,81.74,157756.0
2018-06-30,Finance,COGS,431541.59,365778.76,36332.3,0.095,82.5,65762.83
2020-12-31,Sales,Salaries,527531.92,299596.43,35321.73,0.214,114.34,227935.49
2021-09-30,Sales,R&D,373945.78,267105.66,55218.55,0.1,87.13,106840.12
2021-06-30,Finance,Utilities,553353.25,221869.62,50937.34,0.159,113.75,331483.63
2019-06-30,IT,Admin,656847.65,409807.32,15542.76,0.075,119.84,247040.33
2022-06-30,Operations,R&D,476060.99,287128.77,32086.77,0.165,95.62,188932.22
2019-03-31,Marketing,Admin,300393.31,284765.39,67177.68,0.147,97.91,15627.92
2022-06-30,Operations,Admin,494429.17,389131.58,34747.33,0.106,91.44,105297.59
2018-09-30,Marketing,Marketing Spend,428748.4,302672.57,68247.12,0.112,84.77,126075.83
2018-09-30,Operations,COGS,405256.28,496823.53,49919.63,0.052,105.48,-91567.25
2023-06-30,IT,R&D,479040.25,257926.46,40160.43,0.055,113.92,221113.79
2023-06-30,IT,COGS,599663.75,270324.77,41771.67,0.17,106.78,329338.98
2020-06-30,Finance,Admin,442310.8,243799.78,61434.89,0.194,84.37,198511.02
2022-09-30,Operations,Marketing Spend,569742.55,233569.85,31056.77,0.159,104.27,336172.7
2018-09-30,Operations,COGS,478440.23,332457.56,23046.08,0.066,105.57,145982.67
2020-12-31,Finance,Salaries,490946.39,356697.66,35348.11,0.238,107.59,134248.73
2021-12-31,Finance,Admin,609181.87,269466.23,24669.87,0.193,82.78,339715.64
2022-03-31,IT,Salaries,472034.75,303335.51,28464.88,0.097,107.92,168699.24
2019-09-30,IT,Utilities,576610.3,316901.16,28134.26,0.184,104.19,259709.14
2021-03-31,Operations,COGS,477263.62,403473.43,52610.6,0.072,114.72,73790.19
2023-12-31,IT,COGS,555961.2,251563.25,10530.19,0.206,86.61,304397.95
2018-06-30,IT,COGS,473448.45,314200.32,51828.57,0.146,82.49,159248.13
2018-12-31,Operations,Utilities,517117.03,334572.1,47448.53,0.132,112.52,182544.93
2020-06-30,Finance,R&D,525719.27,332783.45,64118.63,0.052,84.12,192935.82
2019-09-30,Operations,Admin,567570.61,305996.46,55966.12,0.18,95.21,261574.15
2023-12-31,Sales,Admin,547981.37,381834.72,55215.84,0.216,114.76,166146.65
2022-03-31,Operations,Admin,415569.84,244430.99,29779.67,0.108,91.13,171138.85
2022-12-31,Sales,R&D,682014.9,286209.64,41424.69,0.052,97.67,395805.26
2019-06-30,Operations,COGS,502617.35,252749.16,19289.71,0.205,104.57,249868.19
2022-09-30,Sales,COGS,591545.65,247293.92,73205.45,0.177,105.57,344251.73
2019-03-31,Sales,Utilities,261004.54,309323.47,76740.29,0.205,103.76,-48318.93
2020-06-30,Operations,Salaries,580339.3,379430.58,58889.75,0.158,82.43,200908.72
2020-03-31,IT,R&D,576530.91,237402.84,25338.64,0.142,111.14,339128.07
2024-09-30,Marketing,Marketing Spend,523395.94,373591.81,62505.24,0.094,111.8,149804.13
2021-03-31,IT,R&D,274342.41,273428.58,40409.05,0.066,84.17,913.83
2022-09-30,Sales,Utilities,427781.27,223396.14,16370.77,0.144,109.59,204385.13
2023-03-31,Operations,Salaries,397625.71,247005.33,42273.13,0.224,100.16,150620.38
2023-12-31,Operations,Salaries,616285.8,376611.01,70222.97,0.062,80.5,239674.79
2019-06-30,Operations,Salaries,379662.38,216943.91,45405.23,0.248,107.77,162718.47
2018-12-31,Operations,COGS,555415.76,460488.76,51901.59,0.239,98.43,94927.0
2023-12-31,Marketing,Marketing Spend,471037.67,311121.91,25712.11,0.178,85.07,159915.76
2024-09-30,Finance,Salaries,608295.12,164176.19,44898.27,0.233,87.03,444118.93
2018-09-30,Sales,Admin,522890.68,217049.09,44358.25,0.161,110.31,305841.59
2018-09-30,Marketing,COGS,435449.84,365900.02,29234.21,0.131,117.81,69549.82
2018-12-31,IT,Marketing Spend,422555.81,183327.81,53352.18,0.164,86.56,239228.0
2024-03-31,Finance,Admin,455830.58,352910.81,44297.77,0.225,96.09,102919.77
2019-03-31,Finance,Marketing Spend,190800.44,206403.61,60614.68,0.242,92.79,-15603.17
2019-12-31,Operations,Utilities,677052.3,329323.57,39235.32,0.218,103.47,347728.73
2021-12-31,Marketing,Marketing Spend,631389.25,405372.57,52578.06,0.086,87.81,226016.68
2023-06-30,IT,Admin,506802.2,330299.09,34947.45,0.168,103.16,176503.11
2018-09-30,Operations,R&D,593961.83,368175.94,17755.82,0.139,113.25,225785.89
2023-12-31,Operations,Marketing Spend,496374.66,358142.28,71059.69,0.146,105.64,138232.38
2020-12-31,Sales,R&D,543631.44,208732.17,40227.41,0.136,87.77,334899.27
2024-03-31,Finance,Marketing Spend,598690.37,203171.19,31372.88,0.064,109.96,395519.18
2019-12-31,IT,Utilities,476154.96,159076.33,60097.46,0.219,98.41,317078.63
